,债券唯一标识(年份-季度-证券代码),发债主体评级发布时间(中诚信证券评估有限公司),发债主体评级类型(中诚信证券评估有限公司),发债主体评级信用等级(中诚信证券评估有限公司),发债主体评级评估机构(中诚信证券评估有限公司),发债主体评级投资等级(中诚信证券评估有限公司),发债主体评级预期(中诚信证券评估有限公司),发债主体评级等级含义(中诚信证券评估有限公司),发债主体评级发布时间(标准普尔评级服务公司),发债主体评级类型(标准普尔评级服务公司),发债主体评级信用等级(标准普尔评级服务公司),发债主体评级评估机构(标准普尔评级服务公司),发债主体评级投资等级(标准普尔评级服务公司),发债主体评级预期(标准普尔评级服务公司),发债主体评级等级含义(标准普尔评级服务公司),发债主体评级发布时间(联合资信评估有限公司),发债主体评级类型(联合资信评估有限公司),发债主体评级信用等级(联合资信评估有限公司),发债主体评级评估机构(联合资信评估有限公司),发债主体评级投资等级(联合资信评估有限公司),发债主体评级预期(联合资信评估有限公司),发债主体评级等级含义(联合资信评估有限公司),发债主体评级发布时间(联合信用评级有限公司),发债主体评级类型(联合信用评级有限公司),发债主体评级信用等级(联合信用评级有限公司),发债主体评级评估机构(联合信用评级有限公司),发债主体评级投资等级(联合信用评级有限公司),发债主体评级预期(联合信用评级有限公司),发债主体评级等级含义(联合信用评级有限公司),发债主体评级发布时间(中债资信评估有限责任公司),发债主体评级类型(中债资信评估有限责任公司),发债主体评级信用等级(中债资信评估有限责任公司),发债主体评级评估机构(中债资信评估有限责任公司),发债主体评级投资等级(中债资信评估有限责任公司),发债主体评级预期(中债资信评估有限责任公司),发债主体评级等级含义(中债资信评估有限责任公司),发债主体评级发布时间(穆迪公司),发债主体评级类型(穆迪公司),发债主体评级信用等级(穆迪公司),发债主体评级评估机构(穆迪公司),发债主体评级投资等级(穆迪公司),发债主体评级预期(穆迪公司),发债主体评级等级含义(穆迪公司),发债主体评级发布时间(大公国际资信评估有限公司),发债主体评级类型(大公国际资信评估有限公司),发债主体评级信用等级(大公国际资信评估有限公司),发债主体评级评估机构(大公国际资信评估有限公司),发债主体评级投资等级(大公国际资信评估有限公司),发债主体评级预期(大公国际资信评估有限公司),发债主体评级等级含义(大公国际资信评估有限公司),发债主体评级发布时间(中诚信国际信用评级有限责任公司),发债主体评级类型(中诚信国际信用评级有限责任公司),发债主体评级信用等级(中诚信国际信用评级有限责任公司),发债主体评级评估机构(中诚信国际信用评级有限责任公司),发债主体评级投资等级(中诚信国际信用评级有限责任公司),发债主体评级预期(中诚信国际信用评级有限责任公司),发债主体评级等级含义(中诚信国际信用评级有限责任公司)
421,2014-2-011101005.IB,,,,,,,,,,,,,,,20140613,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20140609,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,20140509,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",20140623,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
422,2010-4-011105003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20101202,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
423,2012-2-011101004.IB,,,,,,,,,,,,,,,20120511,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20120410,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
424,2008-4-011102003.IB,,,,,,,,,,,,,,,20081212,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20081226,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
425,2009-2-011101001.IB,,,,,,,,,,,,,,,20090618,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,2019-3-011102004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20190708,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
427,2012-3-011105001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120911,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
428,2015-4-011101001.IB,,,,,,,,,,,,,,,20151021,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20151216,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
429,2018-3-011102003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180718,长期信用评级,AAA,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,20180719,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
430,2014-1-011101004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140324,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
431,2011-2-011001001.IB,,,,,,,,,,,,,,,20110629,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20110408,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
432,2008-4-011103001.IB,,,,,,,,,,,,,,,20081028,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,2009-3-011102003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20090724,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
434,2016-3-011102003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160912,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
435,2015-3-011105002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150930,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
436,2018-1-011101001.IB,20180126,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,2018-2-011101002.IB,20180621,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,20180626,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20180425,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,20180625,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
438,2018-1-011101002.IB,20180126,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,2014-2-011101003.IB,,,,,,,,,,,,,,,20140613,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20140609,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,20140509,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",20140623,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
440,2013-3-011102001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130711,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
441,2012-2-011105004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120516,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
442,2016-3-011105005.IB,,,,,,,,,,,,,,,,,,,,,,20160707,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2009-4-011101003.IB,,,,,,,,,,,,,,,20091015,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,2012-1-011101005.IB,,,,,,,,,,,,,,,20120216,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20120202,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
445,2012-2-011105003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120516,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
446,2010-3-011102004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100706,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20100719,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
447,2018-2-011101005.IB,20180621,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,20180626,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20180425,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,20180625,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
448,2012-3-011101001.IB,,,,,,,,,,,,,,,20120814,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2011-2-011101002.IB,,,,,,,,,,,,,,,20110629,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20110408,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
450,2012-3-011104003.IB,,,,,,,,,,,,,,,20120720,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2008-4-011101005.IB,,,,,,,,,,,,,,,20081014,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,2011-4-011102004.IB,,,,,,,,,,,,,,,20111227,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20111130,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
453,2014-4-011101002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141118,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
454,2017-3-011102001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170707,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
455,2008-3-011102005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20080806,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
456,2007-4-011104003.IB,,,,,,,,,,,,,,,20071022,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,2013-2-011105001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130417,长期信用评级,AAA-,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,20130627,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
458,2018-1-011101003.IB,20180126,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2018-3-011101001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180727,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
460,2018-2-011102005.IB,,,,,,,,,,,,,,,20180614,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20180622,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20180404,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
461,2014-3-011101004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140729,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
462,2009-3-011102004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20090724,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
463,2013-3-011104001.IB,,,,,,,,,,,,,,,20130730,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2011-4-011102002.IB,,,,,,,,,,,,,,,20111227,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20111130,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
465,2016-3-011105004.IB,,,,,,,,,,,,,,,,,,,,,,20160707,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2012-3-011102003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120723,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
467,2013-3-011104002.IB,,,,,,,,,,,,,,,20130730,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,2018-1-011102005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180104,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
469,2010-4-011105004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20101202,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
470,2014-3-011102001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140811,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
471,2015-3-011104001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150715,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
472,2016-4-011102001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20161008,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
473,2018-3-011102001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180718,长期信用评级,AAA,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,20180719,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
474,2013-2-011102005.IB,,,,,,,,,,,,,,,20130502,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20130625,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20130603,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
475,2011-1-011102001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110124,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
476,2015-2-011105002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150428,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
477,2009-4-011001002.IB,,,,,,,,,,,,,,,20091015,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
