,证券代码,证券简称,信用评级,评级类型,评估机构,发债主体评级时间,发债主体评级预期,投资等级,等级含义
951,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150708,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
952,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150810,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
953,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150906,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
954,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20151013,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
955,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20151103,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
956,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20151123,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
957,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160629,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
958,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
959,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161008,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
960,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161019,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
961,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161102,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
962,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161115,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
963,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161130,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
964,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170217,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
965,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170316,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
966,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170401,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
967,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170508,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
968,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170518,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
969,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170607,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
970,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170707,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
971,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170720,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
972,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20171109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
973,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20171206,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
974,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180104,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
975,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180129,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
976,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180302,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
977,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180319,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
978,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180404,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
979,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180420,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
980,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180507,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
981,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180521,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
982,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180601,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
983,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180629,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
984,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180719,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
985,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
986,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190620,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
987,011102001.IB,11铁道SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190708,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
988,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20071022,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
989,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20080806,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
990,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20090724,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
991,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100719,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
992,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110624,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
993,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20111130,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
994,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120605,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
995,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
996,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120723,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
997,011102002.IB,11铁道SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120806,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
